vessel_id,name,port,eta,teu,length_m,draft_m,priority,status
PORT_A-V00173,MV R-0173,PORT_A,2024-02-10 13:26:00,2800,200.7,10.57,2,inbound
PORT_A-V00172,MV Q-0172,PORT_A,2024-02-10 13:47:00,2000,176.1,8.78,2,inbound
PORT_A-V00174,MV S-0174,PORT_A,2024-02-10 15:53:00,300,96.0,5.55,1,inbound
PORT_A-V00175,MV T-0175,PORT_A,2024-02-10 22:10:00,300,110.5,6.03,3,inbound
PORT_B-V00093,MV P-0093,PORT_B,2024-02-11 08:21:00,600,101.2,6.34,3,inbound
PORT_A-V00176,MV U-0176,PORT_A,2024-02-11 08:28:00,2000,171.7,9.52,2,inbound
PORT_A-V00177,MV V-0177,PORT_A,2024-02-11 09:22:00,1200,144.8,7.95,2,inbound
PORT_B-V00094,MV Q-0094,PORT_B,2024-02-11 09:34:00,1200,160.6,7.68,1,inbound
PORT_B-V00095,MV R-0095,PORT_B,2024-02-11 16:11:00,2000,180.0,9.46,3,inbound
PORT_B-V00096,MV S-0096,PORT_B,2024-02-11 16:19:00,1200,133.1,7.2,2,inbound
PORT_A-V00178,MV W-0178,PORT_A,2024-02-11 17:45:00,600,101.3,6.09,2,inbound
PORT_A-V00179,MV X-0179,PORT_A,2024-02-11 20:12:00,600,96.2,5.96,2,inbound
PORT_A-V00180,MV Y-0180,PORT_A,2024-02-11 21:16:00,1200,142.4,7.06,2,inbound
PORT_B-V00097,MV T-0097,PORT_B,2024-02-12 02:59:00,600,100.4,6.69,2,inbound
PORT_B-V00098,MV U-0098,PORT_B,2024-02-12 08:30:00,1200,156.2,7.26,2,inbound
PORT_A-V00181,MV Z-0181,PORT_A,2024-02-12 09:40:00,300,83.5,5.19,2,inbound
PORT_A-V00182,MV A-0182,PORT_A,2024-02-12 20:12:00,2000,196.7,9.26,3,inbound
PORT_A-V00183,MV B-0183,PORT_A,2024-02-13 10:59:00,600,92.7,6.23,2,inbound
PORT_A-V00184,MV C-0184,PORT_A,2024-02-13 13:14:00,2000,186.0,8.89,2,inbound
PORT_B-V00099,MV V-0099,PORT_B,2024-02-13 15:21:00,1200,142.9,7.77,2,inbound
PORT_B-V00100,MV W-0100,PORT_B,2024-02-13 15:54:00,600,101.5,6.12,2,inbound
PORT_A-V00185,MV D-0185,PORT_A,2024-02-13 22:34:00,1200,148.1,8.03,2,inbound
PORT_A-V00186,MV E-0186,PORT_A,2024-02-13 23:48:00,1200,136.6,7.4,2,inbound
PORT_B-V00101,MV X-0101,PORT_B,2024-02-14 08:17:00,1200,129.0,7.37,2,inbound
PORT_A-V00187,MV F-0187,PORT_A,2024-02-14 08:22:00,1200,151.7,7.69,2,inbound
PORT_A-V00189,MV H-0189,PORT_A,2024-02-14 09:32:00,300,102.6,5.65,1,inbound
PORT_A-V00188,MV G-0188,PORT_A,2024-02-14 09:43:00,2000,189.9,8.83,1,inbound
PORT_A-V00190,MV I-0190,PORT_A,2024-02-14 10:55:00,2800,205.4,10.92,1,inbound
PORT_B-V00102,MV Y-0102,PORT_B,2024-02-14 11:45:00,2000,204.3,9.27,2,inbound
PORT_B-V00103,MV Z-0103,PORT_B,2024-02-14 13:03:00,300,86.7,5.54,2,inbound
PORT_A-V00191,MV J-0191,PORT_A,2024-02-14 14:45:00,2000,170.1,9.47,3,inbound
PORT_B-V00104,MV A-0104,PORT_B,2024-02-14 15:58:00,1200,135.2,7.38,2,inbound
PORT_A-V00192,MV K-0192,PORT_A,2024-02-14 16:52:00,1200,135.4,7.38,2,inbound
PORT_A-V00193,MV L-0193,PORT_A,2024-02-14 17:50:00,300,100.6,5.74,1,inbound
PORT_B-V00105,MV B-0105,PORT_B,2024-02-14 21:46:00,2000,177.6,8.81,2,inbound
PORT_B-V00106,MV C-0106,PORT_B,2024-02-15 00:53:00,1200,145.0,7.36,2,inbound
PORT_A-V00194,MV M-0194,PORT_A,2024-02-15 06:13:00,300,87.9,5.36,2,inbound
PORT_A-V00195,MV N-0195,PORT_A,2024-02-15 07:45:00,300,92.3,5.33,2,inbound
PORT_A-V00196,MV O-0196,PORT_A,2024-02-15 07:54:00,300,91.9,5.11,2,inbound
PORT_B-V00107,MV D-0107,PORT_B,2024-02-15 08:29:00,2000,188.1,9.15,2,inbound
PORT_B-V00108,MV E-0108,PORT_B,2024-02-15 10:05:00,2000,183.9,9.52,2,inbound
PORT_A-V00197,MV P-0197,PORT_A,2024-02-15 12:32:00,1200,133.2,7.3,2,inbound
PORT_B-V00109,MV F-0109,PORT_B,2024-02-15 14:33:00,600,105.1,6.29,2,inbound
PORT_A-V00199,MV R-0199,PORT_A,2024-02-15 18:16:00,600,129.3,5.63,2,inbound
PORT_A-V00198,MV Q-0198,PORT_A,2024-02-15 18:26:00,1200,129.0,7.32,3,inbound
PORT_A-V00200,MV S-0200,PORT_A,2024-02-15 21:44:00,600,116.9,5.59,2,inbound
PORT_A-V00201,MV T-0201,PORT_A,2024-02-15 22:11:00,1200,125.9,7.36,2,inbound
PORT_B-V00110,MV G-0110,PORT_B,2024-02-16 07:22:00,1200,146.3,7.62,3,inbound
PORT_A-V00202,MV U-0202,PORT_A,2024-02-16 09:49:00,2000,192.0,9.63,2,inbound
PORT_B-V00111,MV H-0111,PORT_B,2024-02-16 11:39:00,600,96.3,5.83,2,inbound
PORT_A-V00203,MV V-0203,PORT_A,2024-02-16 12:05:00,600,124.2,6.22,3,inbound
PORT_B-V00112,MV I-0112,PORT_B,2024-02-16 14:10:00,1200,134.9,7.75,2,inbound
PORT_A-V00204,MV W-0204,PORT_A,2024-02-16 14:25:00,1200,132.3,7.43,1,inbound
PORT_B-V00113,MV J-0113,PORT_B,2024-02-16 20:34:00,600,118.8,6.3,3,inbound
PORT_A-V00205,MV X-0205,PORT_A,2024-02-16 22:17:00,1200,129.2,7.1,2,inbound
PORT_B-V00114,MV K-0114,PORT_B,2024-02-17 02:20:00,1200,137.6,7.06,2,inbound
PORT_B-V00115,MV L-0115,PORT_B,2024-02-17 03:55:00,600,102.4,6.31,3,inbound
PORT_B-V00116,MV M-0116,PORT_B,2024-02-17 08:33:00,2000,164.8,9.29,2,inbound
PORT_A-V00208,MV A-0208,PORT_A,2024-02-17 09:12:00,1200,148.3,7.18,3,inbound
PORT_A-V00207,MV Z-0207,PORT_A,2024-02-17 09:18:00,300,96.8,5.25,2,inbound
PORT_A-V00206,MV Y-0206,PORT_A,2024-02-17 09:27:00,600,111.7,6.06,2,inbound
PORT_B-V00117,MV N-0117,PORT_B,2024-02-17 10:34:00,600,101.8,6.25,2,inbound
PORT_A-V00210,MV C-0210,PORT_A,2024-02-17 11:44:00,2000,182.3,9.03,2,inbound
PORT_A-V00209,MV B-0209,PORT_A,2024-02-17 11:46:00,600,111.8,6.21,1,inbound
PORT_A-V00211,MV D-0211,PORT_A,2024-02-17 13:01:00,600,108.2,6.16,3,inbound
PORT_B-V00118,MV O-0118,PORT_B,2024-02-17 15:04:00,300,94.6,5.89,2,inbound
PORT_A-V00212,MV E-0212,PORT_A,2024-02-18 05:23:00,1200,163.5,7.52,2,inbound
PORT_B-V00119,MV P-0119,PORT_B,2024-02-18 10:34:00,2800,218.7,10.54,2,inbound
PORT_A-V00213,MV F-0213,PORT_A,2024-02-18 11:56:00,2000,176.7,8.56,2,inbound
PORT_A-V00214,MV G-0214,PORT_A,2024-02-18 12:55:00,300,86.3,4.56,2,inbound
PORT_A-V00215,MV H-0215,PORT_A,2024-02-18 14:35:00,2000,182.1,9.2,2,inbound
PORT_A-V00216,MV I-0216,PORT_A,2024-02-18 15:19:00,2000,193.0,9.23,2,inbound
PORT_A-V00217,MV J-0217,PORT_A,2024-02-18 15:22:00,600,107.7,6.22,2,inbound
PORT_A-V00218,MV K-0218,PORT_A,2024-02-18 17:06:00,600,108.9,6.07,2,inbound
PORT_A-V00219,MV L-0219,PORT_A,2024-02-18 19:38:00,300,104.1,5.28,2,inbound
PORT_A-V00220,MV M-0220,PORT_A,2024-02-19 06:19:00,2000,175.4,8.67,2,inbound
PORT_A-V00221,MV N-0221,PORT_A,2024-02-19 07:22:00,1200,145.9,7.17,3,inbound
PORT_B-V00120,MV Q-0120,PORT_B,2024-02-19 09:19:00,2000,164.2,8.92,2,inbound
PORT_A-V00222,MV O-0222,PORT_A,2024-02-19 11:26:00,600,123.8,6.12,3,inbound
PORT_B-V00121,MV R-0121,PORT_B,2024-02-19 11:58:00,300,87.5,5.21,2,inbound
PORT_A-V00223,MV P-0223,PORT_A,2024-02-19 16:11:00,2000,199.7,9.21,2,inbound
PORT_A-V00224,MV Q-0224,PORT_A,2024-02-19 16:13:00,600,126.6,6.52,2,inbound
PORT_A-V00225,MV R-0225,PORT_A,2024-02-19 21:29:00,1200,119.7,7.42,2,inbound
PORT_A-V00226,MV S-0226,PORT_A,2024-02-19 22:10:00,300,113.7,5.24,3,inbound
PORT_A-V00227,MV T-0227,PORT_A,2024-02-19 22:57:00,1200,144.2,7.68,2,inbound
PORT_A-V00228,MV U-0228,PORT_A,2024-02-20 05:37:00,1200,121.1,7.16,3,inbound
PORT_A-V00229,MV V-0229,PORT_A,2024-02-20 07:01:00,2000,180.2,9.0,2,inbound
PORT_B-V00122,MV S-0122,PORT_B,2024-02-20 10:01:00,1200,139.9,7.28,1,inbound
PORT_A-V00230,MV W-0230,PORT_A,2024-02-20 22:36:00,2800,208.3,10.54,3,inbound
PORT_B-V00123,MV T-0123,PORT_B,2024-02-20 22:57:00,2000,164.6,8.99,1,inbound
PORT_B-V00124,MV U-0124,PORT_B,2024-02-21 09:49:00,1200,135.3,7.27,1,inbound
PORT_A-V00231,MV X-0231,PORT_A,2024-02-21 10:53:00,1200,120.9,7.75,1,inbound
PORT_A-V00232,MV Y-0232,PORT_A,2024-02-21 16:02:00,600,130.3,6.1,2,inbound
PORT_A-V00233,MV Z-0233,PORT_A,2024-02-21 17:49:00,300,90.0,5.44,2,inbound
PORT_A-V00234,MV A-0234,PORT_A,2024-02-22 05:02:00,600,119.3,6.42,1,inbound
PORT_A-V00235,MV B-0235,PORT_A,2024-02-22 07:56:00,600,102.5,6.07,3,inbound
PORT_B-V00125,MV V-0125,PORT_B,2024-02-22 19:03:00,600,104.4,5.62,2,inbound
PORT_B-V00126,MV W-0126,PORT_B,2024-02-23 09:05:00,600,116.8,6.47,2,inbound
PORT_A-V00236,MV C-0236,PORT_A,2024-02-23 13:52:00,1200,128.9,7.93,2,inbound
PORT_A-V00237,MV D-0237,PORT_A,2024-02-23 15:28:00,300,91.8,5.64,2,inbound
PORT_A-V00238,MV E-0238,PORT_A,2024-02-23 18:36:00,300,99.1,5.63,3,inbound
PORT_A-V00239,MV F-0239,PORT_A,2024-02-23 21:24:00,300,99.0,5.17,3,inbound
PORT_A-V00241,MV H-0241,PORT_A,2024-02-23 21:54:00,600,114.6,6.84,1,inbound
PORT_A-V00240,MV G-0240,PORT_A,2024-02-23 21:57:00,2800,230.8,10.24,1,inbound
PORT_A-V00242,MV I-0242,PORT_A,2024-02-24 08:45:00,300,100.1,5.67,2,inbound
PORT_A-V00243,MV J-0243,PORT_A,2024-02-24 10:44:00,600,113.8,6.51,2,inbound
PORT_A-V00244,MV K-0244,PORT_A,2024-02-24 12:47:00,2800,218.7,10.87,2,inbound
PORT_A-V00245,MV L-0245,PORT_A,2024-02-24 13:39:00,600,98.2,5.95,2,inbound
PORT_A-V00246,MV M-0246,PORT_A,2024-02-24 15:19:00,600,117.2,5.93,2,inbound
PORT_A-V00248,MV O-0248,PORT_A,2024-02-24 21:44:00,1200,125.6,8.08,2,inbound
PORT_A-V00247,MV N-0247,PORT_A,2024-02-24 21:54:00,300,95.6,5.91,1,inbound
PORT_A-V00249,MV P-0249,PORT_A,2024-02-24 23:18:00,300,87.2,5.82,2,inbound
PORT_A-V00250,MV Q-0250,PORT_A,2024-02-25 16:17:00,300,98.8,5.78,3,inbound
PORT_B-V00127,MV X-0127,PORT_B,2024-02-25 18:28:00,2000,181.0,9.04,2,inbound
PORT_B-V00128,MV Y-0128,PORT_B,2024-02-25 21:40:00,600,99.9,5.88,2,inbound
PORT_A-V00251,MV R-0251,PORT_A,2024-02-26 05:45:00,300,88.9,5.13,3,inbound
PORT_B-V00129,MV Z-0129,PORT_B,2024-02-26 10:48:00,1200,133.9,7.65,2,inbound
PORT_B-V00131,MV B-0131,PORT_B,2024-02-26 14:29:00,1200,125.2,8.03,2,inbound
PORT_B-V00130,MV A-0130,PORT_B,2024-02-26 14:32:00,300,71.9,5.6,2,inbound
PORT_A-V00252,MV S-0252,PORT_A,2024-02-26 18:00:00,2000,173.4,9.15,2,inbound
PORT_A-V00253,MV T-0253,PORT_A,2024-02-27 02:23:00,300,92.7,5.78,2,inbound
PORT_A-V00254,MV U-0254,PORT_A,2024-02-27 09:07:00,300,97.2,5.52,2,inbound
PORT_A-V00255,MV V-0255,PORT_A,2024-02-27 09:27:00,300,106.3,5.46,1,inbound
PORT_A-V00256,MV W-0256,PORT_A,2024-02-27 09:54:00,600,119.9,5.96,2,inbound
PORT_B-V00132,MV C-0132,PORT_B,2024-02-27 10:15:00,2000,151.0,8.99,3,inbound
PORT_B-V00133,MV D-0133,PORT_B,2024-02-27 14:37:00,300,90.4,5.22,2,inbound
PORT_B-V00134,MV E-0134,PORT_B,2024-02-27 20:26:00,2000,177.7,9.22,2,inbound
PORT_B-V00135,MV F-0135,PORT_B,2024-02-27 22:56:00,600,99.2,6.37,2,inbound
PORT_A-V00257,MV X-0257,PORT_A,2024-02-28 10:13:00,1200,126.6,7.05,2,inbound
PORT_A-V00258,MV Y-0258,PORT_A,2024-02-28 11:16:00,600,112.6,6.2,3,inbound
PORT_B-V00136,MV G-0136,PORT_B,2024-02-28 11:49:00,300,78.1,5.74,2,inbound
PORT_A-V00259,MV Z-0259,PORT_A,2024-02-29 05:03:00,2000,185.4,8.68,2,inbound
PORT_B-V00137,MV H-0137,PORT_B,2024-02-29 06:39:00,1200,136.0,7.35,2,inbound
PORT_B-V00138,MV I-0138,PORT_B,2024-02-29 09:31:00,600,107.0,6.1,3,inbound
PORT_B-V00139,MV J-0139,PORT_B,2024-02-29 13:12:00,2800,236.9,10.34,3,inbound
PORT_B-V00140,MV K-0140,PORT_B,2024-02-29 16:19:00,300,80.2,6.08,2,inbound
PORT_A-V00260,MV A-0260,PORT_A,2024-02-29 17:20:00,1200,135.4,7.37,1,inbound
PORT_A-V00261,MV B-0261,PORT_A,2024-02-29 23:24:00,300,67.9,5.39,2,inbound
PORT_A-V00262,MV C-0262,PORT_A,2024-03-01 00:56:00,2800,229.2,10.53,2,inbound
PORT_A-V00263,MV D-0263,PORT_A,2024-03-01 07:28:00,600,121.6,6.3,1,inbound
PORT_B-V00141,MV L-0141,PORT_B,2024-03-01 08:38:00,600,105.7,5.97,2,inbound
PORT_A-V00264,MV E-0264,PORT_A,2024-03-01 08:45:00,1200,132.9,7.69,3,inbound
PORT_B-V00142,MV M-0142,PORT_B,2024-03-01 20:51:00,600,90.0,5.83,1,inbound
PORT_A-V00265,MV F-0265,PORT_A,2024-03-02 06:39:00,1200,120.4,7.66,2,inbound
PORT_A-V00266,MV G-0266,PORT_A,2024-03-02 12:45:00,1200,143.7,7.39,1,inbound
PORT_A-V00267,MV H-0267,PORT_A,2024-03-02 13:10:00,600,108.1,6.49,2,inbound
PORT_A-V00268,MV I-0268,PORT_A,2024-03-02 22:42:00,600,91.6,5.51,2,inbound
PORT_A-V00269,MV J-0269,PORT_A,2024-03-03 03:46:00,600,97.7,6.04,1,inbound
PORT_A-V00270,MV K-0270,PORT_A,2024-03-03 06:29:00,600,112.8,6.38,2,inbound
PORT_A-V00271,MV L-0271,PORT_A,2024-03-03 11:59:00,2000,186.2,8.99,2,inbound
PORT_B-V00143,MV N-0143,PORT_B,2024-03-03 15:35:00,600,89.2,6.34,3,inbound
PORT_B-V00144,MV O-0144,PORT_B,2024-03-03 17:27:00,2800,214.7,10.3,2,inbound
PORT_A-V00272,MV M-0272,PORT_A,2024-03-03 19:07:00,600,84.7,6.47,2,inbound
PORT_A-V00273,MV N-0273,PORT_A,2024-03-03 22:58:00,300,95.9,5.54,2,inbound
PORT_B-V00145,MV P-0145,PORT_B,2024-03-04 11:12:00,300,93.3,6.42,3,inbound
PORT_A-V00274,MV O-0274,PORT_A,2024-03-04 17:12:00,300,99.3,5.28,2,inbound
PORT_A-V00275,MV P-0275,PORT_A,2024-03-04 20:37:00,600,114.8,6.39,2,inbound
PORT_A-V00276,MV Q-0276,PORT_A,2024-03-04 21:38:00,300,103.2,5.3,1,inbound
PORT_A-V00277,MV R-0277,PORT_A,2024-03-06 02:34:00,2000,190.1,9.33,2,inbound
PORT_A-V00278,MV S-0278,PORT_A,2024-03-06 16:03:00,300,102.2,5.83,2,inbound
PORT_A-V00279,MV T-0279,PORT_A,2024-03-07 06:39:00,2000,183.2,9.01,2,inbound
PORT_A-V00280,MV U-0280,PORT_A,2024-03-07 08:28:00,1200,130.0,7.63,2,inbound
PORT_A-V00281,MV V-0281,PORT_A,2024-03-07 08:49:00,1200,140.6,7.66,2,inbound
PORT_B-V00146,MV Q-0146,PORT_B,2024-03-07 10:23:00,2800,204.1,10.6,2,inbound
PORT_A-V00282,MV W-0282,PORT_A,2024-03-07 17:55:00,1200,132.9,7.53,1,inbound
PORT_A-V00283,MV X-0283,PORT_A,2024-03-07 18:45:00,300,92.8,5.18,2,inbound
PORT_A-V00284,MV Y-0284,PORT_A,2024-03-07 20:40:00,2000,188.4,9.07,2,inbound
PORT_B-V00147,MV R-0147,PORT_B,2024-03-08 08:27:00,2000,160.8,9.42,3,inbound
PORT_B-V00148,MV S-0148,PORT_B,2024-03-08 14:21:00,600,115.3,6.37,2,inbound
PORT_B-V00149,MV T-0149,PORT_B,2024-03-08 19:57:00,300,76.3,6.03,2,inbound
PORT_A-V00285,MV Z-0285,PORT_A,2024-03-08 21:28:00,600,115.1,6.17,1,inbound
PORT_B-V00150,MV U-0150,PORT_B,2024-03-08 22:02:00,600,117.6,5.99,1,inbound
PORT_B-V00151,MV V-0151,PORT_B,2024-03-09 07:32:00,2800,220.0,10.25,2,inbound
PORT_B-V00152,MV W-0152,PORT_B,2024-03-09 08:05:00,300,93.9,5.39,2,inbound
PORT_A-V00286,MV A-0286,PORT_A,2024-03-09 14:47:00,600,101.0,6.15,1,inbound
PORT_A-V00287,MV B-0287,PORT_A,2024-03-10 08:58:00,300,94.2,5.48,2,inbound
PORT_B-V00153,MV X-0153,PORT_B,2024-03-10 16:44:00,600,102.7,6.04,2,inbound
PORT_A-V00288,MV C-0288,PORT_A,2024-03-10 19:35:00,2000,179.2,9.31,1,inbound
PORT_A-V00289,MV D-0289,PORT_A,2024-03-10 22:35:00,1200,153.4,7.48,2,inbound
PORT_A-V00290,MV E-0290,PORT_A,2024-03-10 23:00:00,600,114.9,6.08,2,inbound
PORT_A-V00292,MV G-0292,PORT_A,2024-03-11 08:02:00,600,116.5,6.17,1,inbound
PORT_A-V00291,MV F-0291,PORT_A,2024-03-11 08:41:00,2000,197.3,8.47,2,inbound
PORT_A-V00293,MV H-0293,PORT_A,2024-03-11 11:43:00,600,111.1,6.15,1,inbound
PORT_A-V00294,MV I-0294,PORT_A,2024-03-11 15:33:00,2000,172.9,8.68,1,inbound
PORT_A-V00295,MV J-0295,PORT_A,2024-03-11 16:16:00,1200,150.7,7.42,2,inbound
PORT_A-V00296,MV K-0296,PORT_A,2024-03-11 16:18:00,300,94.0,5.85,1,inbound
PORT_A-V00297,MV L-0297,PORT_A,2024-03-11 16:48:00,1200,143.9,8.12,3,inbound
PORT_A-V00298,MV M-0298,PORT_A,2024-03-11 18:03:00,1200,144.5,7.74,2,inbound
PORT_A-V00299,MV N-0299,PORT_A,2024-03-11 18:23:00,1200,143.1,7.07,2,inbound
PORT_A-V00301,MV P-0301,PORT_A,2024-03-11 22:02:00,1200,137.8,7.44,2,inbound
PORT_A-V00300,MV O-0300,PORT_A,2024-03-11 22:51:00,300,92.7,5.98,2,inbound
PORT_A-V00302,MV Q-0302,PORT_A,2024-03-12 00:01:00,1200,150.2,7.12,2,inbound
PORT_B-V00154,MV Y-0154,PORT_B,2024-03-12 01:11:00,300,96.5,5.47,2,inbound
PORT_B-V00155,MV Z-0155,PORT_B,2024-03-12 02:08:00,300,77.1,5.84,2,inbound
PORT_B-V00156,MV A-0156,PORT_B,2024-03-12 02:18:00,2800,217.4,10.51,2,inbound
PORT_A-V00303,MV R-0303,PORT_A,2024-03-12 05:22:00,1200,152.1,6.81,2,inbound
PORT_B-V00158,MV C-0158,PORT_B,2024-03-12 08:11:00,1200,129.7,7.36,2,inbound
PORT_A-V00304,MV S-0304,PORT_A,2024-03-12 08:25:00,300,77.0,5.5,2,inbound
PORT_B-V00157,MV B-0157,PORT_B,2024-03-12 08:29:00,2800,223.6,10.61,2,inbound
PORT_A-V00305,MV T-0305,PORT_A,2024-03-12 11:35:00,600,113.4,6.77,2,inbound
PORT_B-V00159,MV D-0159,PORT_B,2024-03-12 13:17:00,600,123.9,6.61,3,inbound
PORT_A-V00306,MV U-0306,PORT_A,2024-03-12 14:32:00,600,109.0,6.07,3,inbound
PORT_A-V00308,MV W-0308,PORT_A,2024-03-12 17:18:00,300,72.9,6.04,1,inbound
PORT_A-V00307,MV V-0307,PORT_A,2024-03-12 17:37:00,1200,130.8,6.93,3,inbound
PORT_A-V00309,MV X-0309,PORT_A,2024-03-12 17:39:00,2000,179.6,8.89,1,inbound
PORT_A-V00310,MV Y-0310,PORT_A,2024-03-12 20:56:00,2000,166.4,9.0,2,inbound
PORT_B-V00160,MV E-0160,PORT_B,2024-03-12 21:12:00,600,114.2,6.78,2,inbound
PORT_B-V00161,MV F-0161,PORT_B,2024-03-13 13:17:00,600,120.3,5.89,1,inbound
PORT_B-V00163,MV H-0163,PORT_B,2024-03-13 22:09:00,600,108.5,5.57,2,inbound
PORT_B-V00162,MV G-0162,PORT_B,2024-03-13 22:29:00,300,93.5,6.16,3,inbound
PORT_A-V00311,MV Z-0311,PORT_A,2024-03-14 05:18:00,300,87.0,5.42,2,inbound
PORT_A-V00312,MV A-0312,PORT_A,2024-03-14 08:37:00,600,113.5,6.08,2,inbound
PORT_A-V00313,MV B-0313,PORT_A,2024-03-14 08:58:00,1200,130.1,7.4,2,inbound
PORT_A-V00315,MV D-0315,PORT_A,2024-03-14 10:07:00,300,97.9,5.78,1,inbound
PORT_A-V00314,MV C-0314,PORT_A,2024-03-14 10:51:00,300,86.0,5.56,1,inbound
PORT_B-V00164,MV I-0164,PORT_B,2024-03-14 13:52:00,300,99.3,5.25,1,inbound
PORT_A-V00316,MV E-0316,PORT_A,2024-03-14 16:29:00,600,98.3,6.19,1,inbound
PORT_A-V00317,MV F-0317,PORT_A,2024-03-14 19:46:00,1200,130.2,6.92,1,inbound
PORT_B-V00165,MV J-0165,PORT_B,2024-03-14 20:59:00,1200,132.0,7.62,2,inbound
PORT_A-V00318,MV G-0318,PORT_A,2024-03-15 01:10:00,600,99.6,5.57,2,inbound
PORT_A-V00319,MV H-0319,PORT_A,2024-03-15 04:08:00,1200,139.5,7.44,2,inbound
PORT_A-V00320,MV I-0320,PORT_A,2024-03-15 08:17:00,300,109.6,5.56,2,inbound
PORT_A-V00321,MV J-0321,PORT_A,2024-03-15 09:38:00,300,98.3,5.82,2,inbound
PORT_B-V00166,MV K-0166,PORT_B,2024-03-15 10:35:00,2000,181.3,8.85,3,inbound
PORT_B-V00167,MV L-0167,PORT_B,2024-03-15 14:43:00,600,107.1,6.07,2,inbound
PORT_B-V00168,MV M-0168,PORT_B,2024-03-15 17:20:00,1200,121.6,7.17,2,inbound
PORT_A-V00322,MV K-0322,PORT_A,2024-03-15 17:27:00,300,105.0,4.97,2,inbound
PORT_B-V00169,MV N-0169,PORT_B,2024-03-16 08:20:00,1200,138.0,7.48,2,inbound
PORT_A-V00323,MV L-0323,PORT_A,2024-03-16 09:57:00,2000,176.9,8.91,3,inbound
PORT_A-V00325,MV N-0325,PORT_A,2024-03-16 11:46:00,300,69.7,5.5,2,inbound
PORT_A-V00324,MV M-0324,PORT_A,2024-03-16 11:59:00,600,98.8,6.01,3,inbound
PORT_B-V00170,MV O-0170,PORT_B,2024-03-16 12:48:00,300,104.4,5.48,2,inbound
PORT_B-V00171,MV P-0171,PORT_B,2024-03-16 19:23:00,300,80.5,5.64,2,inbound
PORT_A-V00326,MV O-0326,PORT_A,2024-03-16 19:32:00,2000,178.1,8.92,1,inbound
PORT_B-V00173,MV R-0173,PORT_B,2024-03-16 20:44:00,2000,161.5,9.03,3,inbound
PORT_B-V00172,MV Q-0172,PORT_B,2024-03-16 20:56:00,600,99.4,5.62,2,inbound
PORT_B-V00174,MV S-0174,PORT_B,2024-03-16 21:22:00,300,98.1,5.85,3,inbound
PORT_A-V00327,MV P-0327,PORT_A,2024-03-17 07:20:00,2000,180.9,8.91,1,inbound
PORT_A-V00328,MV Q-0328,PORT_A,2024-03-17 08:29:00,2000,171.0,9.44,2,inbound
PORT_B-V00175,MV T-0175,PORT_B,2024-03-17 09:13:00,300,94.5,4.96,1,inbound
PORT_A-V00329,MV R-0329,PORT_A,2024-03-17 12:41:00,600,125.6,6.12,2,inbound
PORT_B-V00176,MV U-0176,PORT_B,2024-03-17 13:03:00,300,96.0,5.46,2,inbound
PORT_A-V00330,MV S-0330,PORT_A,2024-03-17 17:23:00,600,104.8,6.11,3,inbound
PORT_B-V00177,MV V-0177,PORT_B,2024-03-17 20:56:00,300,108.0,5.52,1,inbound
PORT_B-V00178,MV W-0178,PORT_B,2024-03-18 05:58:00,600,127.0,6.17,2,inbound
PORT_A-V00331,MV T-0331,PORT_A,2024-03-18 09:46:00,600,111.0,6.48,1,inbound
PORT_A-V00332,MV U-0332,PORT_A,2024-03-18 09:50:00,2800,210.7,10.92,3,inbound
PORT_A-V00333,MV V-0333,PORT_A,2024-03-18 11:14:00,300,85.8,5.39,2,inbound
PORT_B-V00179,MV X-0179,PORT_B,2024-03-18 15:43:00,2000,177.5,8.76,1,inbound
PORT_A-V00334,MV W-0334,PORT_A,2024-03-18 18:29:00,600,99.3,6.35,2,inbound
PORT_B-V00180,MV Y-0180,PORT_B,2024-03-19 12:57:00,1200,149.9,7.62,2,inbound
PORT_A-V00335,MV X-0335,PORT_A,2024-03-19 16:21:00,300,77.7,5.77,3,inbound
PORT_B-V00181,MV Z-0181,PORT_B,2024-03-19 17:28:00,600,116.8,6.28,3,inbound
PORT_A-V00336,MV Y-0336,PORT_A,2024-03-19 20:56:00,1200,143.1,7.47,2,inbound
PORT_B-V00182,MV A-0182,PORT_B,2024-03-20 08:00:00,1200,140.5,7.5,3,inbound
PORT_A-V00337,MV Z-0337,PORT_A,2024-03-20 09:42:00,1200,139.4,7.69,1,inbound
PORT_B-V00183,MV B-0183,PORT_B,2024-03-20 10:09:00,300,88.3,5.57,2,inbound
PORT_B-V00184,MV C-0184,PORT_B,2024-03-20 10:55:00,1200,151.2,7.82,2,inbound
PORT_A-V00338,MV A-0338,PORT_A,2024-03-20 15:31:00,600,93.2,6.39,1,inbound
PORT_B-V00185,MV D-0185,PORT_B,2024-03-20 16:11:00,300,89.0,5.18,2,inbound
PORT_B-V00186,MV E-0186,PORT_B,2024-03-20 21:24:00,600,108.2,6.22,2,inbound
PORT_A-V00339,MV B-0339,PORT_A,2024-03-20 22:42:00,1200,153.9,7.3,2,inbound
PORT_A-V00340,MV C-0340,PORT_A,2024-03-21 10:53:00,600,109.2,5.83,2,inbound
PORT_A-V00341,MV D-0341,PORT_A,2024-03-21 12:18:00,300,87.7,5.67,1,inbound
PORT_A-V00342,MV E-0342,PORT_A,2024-03-21 20:36:00,1200,152.0,7.61,1,inbound
